1,#,cafeteria ,#,"카페테리아, 구내식당"
2,#,admission ,#,입학 허가 
3,#,supervision ,#,"감독, 지휘 "
4,#,course ,#,"과목, 강좌"
5,#,dormitory ,#,기숙사
6,#,position ,#,"직급, 직위"
7,#,exam ,#,시험
8,#,diploma ,#,졸업증서 
9,#,donation ,#,기부금 
10,#,GPA ,#,평점 (grade point average)
11,#,vice-president ,#,부사장 
12,#,auditorium ,#,강당 
13,#,section ,#,과 
14,#,manufacture ,#,제조
15,#,freshman ,#,"신입생, 1학년생 "
16,#,department ,#,부서
17,#,promote ,#,승진하다 
18,#,credit ,#,학점 
19,#,Chairperson ,#,회장
20,#,manager ,#,과장 
21,#,Vice President,#,부회장
22,#,workplace ,#,작업장 
23,#,finals,#,기말고사 
24,#,headache   ,#,"두통, 골칫거리"
25,#,Material Div.,#,자재과
26,#,stomachache   ,#,복통
27,#,backache   ,#,요통
28,#,graduate school ,#,대학원 
29,#,under the weather,#,컨디션이 나쁜 
30,#,vaccinate   ,#,예방 접종을 하다
31,#,personnel department ,#,인사부 
32,#,general hospital ,#,종합병원 
33,#,supervisor ,#,"주임, 감독자 "
34,#,alumni association ,#,동문회 
35,#,surgery ,#,수술
36,#,symptom ,#,"증상, 징후 "
37,#,junior ,#,3학년생
38,#,treatment   ,#,치료
39,#,merge ,#,합병하다
40,#, Employee Administration Division ,#,노무과
41,#,Sales Dept. ,#,영업부
42,#,genetic   ,#,유전의
43,#,bellboy ,#,벨보이
44,#,Accounting Dept.,#,경리부
45,#,surgeon ,#,외과의사 
46,#,Accounting Div.,#,경리과
47,#,vaccination   ,#,예방 접종
48,#,heal   ,#,(병?상처 등을) 고치다
49,#,managing director,#,상무 
50,#,Overseas Sales Dept,#,해외 영업부
51,#,immunization ,#,면역
52,#,"Public Relations Dept, PR Dept",#,홍보부
53,#,respiration   ,#,호흡
54,#,promotion ,#,승진 
55,#,bill ,#,지폐
56,#,handicapped   ,#,장애가 있는
57,#,Personnel Dept. / Human Resources Dept.,#,인사부
58,#,vote ,#,"표결, 투표 "
59,#,lecture ,#,강의 
60,#,sanitary ,#,위생의 
61,#,Domestic Sales Dept,#,국내 영업부
62,#,checkup ,#,건강 검진
63,#,rest room,#,화장실
64,#,staff ,#,임직원
65,#,immunize   ,#,면역이 되게 하다
66,#,dentist   ,#,치과 의사
67,#,side effect,#,부작용 
68,#,session ,#,"회의, 회의 기간"
69,#,Financial Dept,#,자금부
70,#,health insurance ,#,의료 보험
71,#,fitness   ,#,건강
72,#,chronic ,#,만성의 
73,#,blood pressure ,#,혈압
74,#,contraception   ,#,피임(법)
75,#,healthcare facility ,#,의료 시설
76,#,chair ,#,의장(석) 
77,#,blood test ,#,혈액 검사
78,#,diagnosis   ,#,진단
79,#,relieve   ,#,"완화시키다, 안심시키다"
80,#,abortion   ,#,"낙태, 중절. "
81,#,contagion   ,#,"전염, 감염"
82,#,airline ,#,항공사
83,#,digest   ,#,(음식을) 소화하다
84,#,blood type   ,#,혈액형
85,#,tariff ,#,관세 
86,#,home doctor,#,"주치의, 가정의 "
87,#,breakthrough ,#,(난관의) 타개
88,#,admission,#,입국허가
89,#,respiratory   ,#,호흡의 
90,#,faculty ,#,교직원
91,#,limousine bus,#,리무진 버스
92,#,trial order,#,시험 주문
93,#,gene   ,#,유전자
94,#,fatal   ,#,치명적인
95,#,organ transplant ,#,장기 이식
96,#,unemployment rate,#,실업률 
97,#,excess baggage charge,#,추가 수하물 운임
98,#,hygiene   ,#,"위생학, 위생"
99,#,neurologist   ,#,신경과 의사
100,#,flight ,#,항공편
101,#,check-in baggage,#,탁송하물
102,#,cardiologist   ,#,심장병 의사
103,#,gate ,#,탑승구
104,#,aisle seat,#,통로 좌석 
105,#,boarding ,#,탑승
106,#,immigration,#,입국심사
107,#,duty-free shop,#,면세점 
108,#,claim area,#,수하물 찾는 곳
109,#,passport,#,여권
110,#,gate,#,탑승구
111,#,respire   ,#,"호흡하다, 숨쉬다"
112,#,Destination,#,목적지
113,#,economy class,#,일반석
114,#,one-way ticket,#,편도 편
115,#,lung   ,#,폐
116,#,in-flight magazine,#,기내지 
117,#,signature ,#,서명 
118,#,boarding pass,#,탑승권
119,#,carry-on baggage,#,탁송하물
120,#,beverage,#,음료
121,#,party ,#,일행
122,#,purpose of visit,#,방문 목적
123,#,window seat,#,창가 좌석
124,#,room service,#,룸 서비스 
125,#,restaurant ,#,레스토랑 
126,#,infection,#,"감염, 전염"
127,#,sauna ,#,사우나 
128,#,lobby ,#,로비 
129,#,round trip ticket,#,왕복표
130,#,doorman ,#,도어 맨 
131,#,baggage claim area,#,수하물 찾는 곳
132,#,suite ,#,스위트 
133,#,fit   ,#,건강한
134,#,unanimous ,#,만장일치의 
135,#,health inspector,#,위생 검사 반원
136,#,kidney   ,#,신장
137,#,ID ,#,신분증 (identification) 
138,#,bankbook ,#,통장 
139,#,aisle ,#,통로 
140,#,boardroom ,#,중역 회의실 
141,#,dizzy   ,#,"현기증 나는, 어질어질한"
142,#,fracture   ,#,"골절, 좌상"
143,#,reservation ,#,예약 
144,#,customs,#,세관
145,#,opinion ,#,"견해, 의견"
146,#,flu   ,#,"유행성 감기, 독감"
147,#,conference ,#,회의 
148,#,import ,#,수입 
149,#,visa ,#,"비자, 입국사증"
150,#,ATM ,#,현금 자동 인출기
151,#,twin ,#,트윈룸
152,#,opening address ,#,개회사 
153,#,balance ,#,잔고 
154,#,check-in counter,#,탑승 창구
155,#,emergency room ,#,응급실
156,#,banker ,#,은행가
157,#,health certificate ,#,건강 증명서
158,#,major ,#,"전공, 전공자 "
159,#,management ,#,경영진 
160,#,surplus ,#,흑자 
161,#,proposal ,#,제안 
162,#,disease ,#,질병 
163,#,fee ,#,수수료 
164,#,fever   ,#,"열, 고열. "
165,#,scholarship ,#,장학금 
166,#,infect ,#,감염시키다. 
167,#,midterms,#,중간고사 
168,#,embarkation card,#,출국신고서
169,#,dosage   ,#,"복용량, 투약량.  "
170,#,required course,#,필수 과목 
171,#,bank guard :,#,은행 경비원
172,#,credit ,#,"신용거래, 외상"
173,#,semester ,#,학기 
174,#,fatigue ,#,피로 
175,#,reservation number ,#,예약 번호
176,#,sophomore ,#,2학년생
177,#,exchange ,#,환전 
178,#,undergraduate ,#,학부생 
179,#,health care,#,"건강관리, 의료 "
180,#,back ,#,후진하다 
181,#,nonresident ,#,비거주자 
182,#,emigration,#,출국 신고
183,#,resident ,#,거주자 
184,#,cab ,#,택시
185,#,accelerator ,#,가속 페달 
186,#,injury ,#,"상처, 부상"
187,#,senior ,#,4학년생
188,#,examine ,#,"진찰하다, 검진하다 "
189,#,tuition ,#,등록금 
190,#,withdraw ,#,인출하다 
191,#,stimulate ,#,활성화하다
192,#,crippled   ,#,"다리를 저는, 불구의(lame)"
193,#,student association ,#,학생회 
194,#,agenda ,#,"의제, 안건"
195,#,fitness ,#,건강 
196,#,liver   ,#,간
197,#,genetics   ,#,유전학
198,#,invoice ,#,송장
199,#,decision-making ,#,의사결정 
200,#,infirmary ,#,"(학교 등의) 양호실, 부속 진료소"
201,#,agreement ,#,합의 
202,#,shipment ,#,"선적, 발송 "
203,#,brainstorming ,#,브레인스토밍
204,#,issue ,#,발행하다 
205,#,multilateral ,#,다자간의 
206,#,alternative ,#,대안 
207,#,brake ,#,브레이크 
208,#,trade ,#,"무역, 통상 "
209,#,money order,#,우편환
210,#,investment ,#,투자 
211,#,attendee ,#,참석자
212,#,stock ,#,"주식, 증권 "
213,#,barter,#,물물교환
214,#,small order,#,소량 주문
215,#,debate ,#,토론
216,#,ship ,#,선적하다 
217,#,portfolio ,#,포트폴리오
218,#,injection ,#,주사 
219,#,policy statements,#,"보험약관, 보험 계약 조항들 "
220,#,thrifty ,#,절약하는 
221,#,immigration ,#,"출국신고, 입국심사"
222,#,share ,#,"주, 주식 "
223,#,port of disembarkation,#,도착지
224,#,approve ,#,찬성하다 
225,#,dividend ,#,배당금 
226,#,loan ,#,"융자, 대출"
227,#,case   ,#,"(병의) 증세, 병상(病狀)"
228,#,income ,#,수입 
229,#,sector ,#,"부문, 분야 "
230,#,Food and Drug Administration,#,(미국) 식품의약국 (FDA) 
231,#,check-in,#,"체크인, 투숙 "
232,#,purchase order ,#,구입 주문서 
233,#,medical examination,#,건강 진단
234,#,insurance ,#,보험 
235,#,produce ,#,생산하다 
236,#,barter ,#,"물물교환, 구상(求償) 무역 "
237,#,garage ,#,차고 
238,#,mechanic ,#,정비사 
239,#,full coverage ,#,종합 보험
240,#,horn ,#,경적 
241,#,domestic line,#,국내선
242,#,goods ,#,상품 
243,#,paycheck ,#,급여
244,#,license number,#,차량번호 
245,#,slump ,#,경기폭락 
246,#,Manager,#,과장
247,#,soar ,#,치솟다
248,#,trade volume ,#,무역 규모 
249,#,coverage ,#,보상 범위
250,#,buyer ,#,"구매자, 바이어 "
251,#,exchange rate ,#,"환율, 외환시세 "
252,#,boom ,#,"반짝 경기, 붐 "
253,#,order form,#,주문장
254,#,metro ,#,지하철 
255,#,hood ,#,"후드, 보닛"
256,#,General Manager ,#,본부장
257,#,R&D ,#,연구 개발 (research and development) 
258,#,bankruptcy ,#,"도산, 파산 "
259,#,mileage ,#,주행 거리 
260,#,company ,#,회사 
261,#,antibiotic   ,#,항생제
262,#,overconsumption ,#,과소비 
263,#,license plate,#,차량 번호판 
264,#,approval ,#,찬성
265,#,Advisor ,#,고문
266,#,infrastructure ,#,"산업 기반, 기간 시설"
267,#,secondhand ,#,중고의
268,#,large order,#,대량 주문
269,#,employee ,#,사원 
270,#,driveway ,#,진입로 
271,#,luxury car ,#,고급 차 
272,#,jeep ,#,지프 
273,#,in shape,#,건강한 
274,#,extravagant ,#,낭비하는
275,#,preside ,#,사회를 맡다 
276,#,minimum balance,#,최소 잔고
277,#,van ,#,밴
278,#,single ,#,1인용 객실 
279,#,main office ,#,본사 
280,#,supplier ,#,공급자 
281,#,registration card ,#,숙박카드 
282,#,board of directors,#,이사회
283,#,inflation ,#,"인플레이션,통화 팽창 "
284,#,sluggish ,#,부진한 
285,#,rent-a-car ,#,렌터카 
286,#,place an order,#,주문을 하다
287,#,layoff,#,해고 
288,#,medical care[treatment] ,#,치료제
289,#,representative ,#,"대표자, 대의원 "
290,#,enterprise ,#,기업 
291,#,vehicle ,#,차량
292,#,addictive   ,#,중독성의 
293,#,executive ,#,"경영진, 간부 "
294,#,baggage,#,수하물
295,#,president ,#,사장 
296,#,boarding area,#,탑승장
297,#,medication   ,#,"약제, 약물"
298,#,airline ticket,#,항공권
299,#,Chief Executive Office ,#,최고경영자 (chief executive officer) 
300,#,lounge ,#,라운지 
301,#,nutrition   ,#,"영양, 영양물"
302,#,fitness center,#,운동 시설 
303,#,supply ,#,공급(량) 
304,#,conference room ,#,회의실 
305,#,adjourn ,#,휴회하다 
306,#,check-in,#,탑승수속
307,#,repair shop ,#,정비소 
308,#,stock broker,#,증권 중개인 
309,#,maid ,#,여급
310,#,Director ,#,이사
311,#,obesity ,#,비만 
312,#,no-smoking room ,#,금연 층 객실  
313,#,President ,#,사장
314,#,addiction   ,#, (마약 등의) 중독
315,#,Board of Directors,#,이사회
316,#,nutritious   ,#,영양분이 풍부한
317,#,recession ,#,경기침체 
318,#,digestion   ,#,소화
319,#,Executive,#,중역
320,#,downsize ,#,규모를 줄이다 
321,#,meeting room ,#,소회의실 
322,#,Planning Department,#,기획부
323,#,export ,#,수출
324,#,maid service,#,객실 청소 서비스
325,#,coworker ,#,동료 
326,#,addict   ,#,(마약 등의) 중독자
327,#,nourishment   ,#,영양물
328,#,debt ,#,채무
329,#,M&A ,#,합병과 인수 (merger and acquisition) 
330,#,contract ,#,계약(서) 
331,#,executive board,#,"집행 이사회, 운영 위원회 "
332,#,Purchasing Dept,#,구매부
333,#,incorporated ,#,주식회사
334,#,diagnose   ,#,진단하다
335,#,General Affairs Dept. ,#,총무부
336,#,receptionist ,#,접수계원 
337,#,operating room ,#,수술실
338,#,division,#,과
339,#,Legal Dept,#,법무부
340,#,stable ,#,안정된 
341,#,assistant manager,#,대리 
342,#,Research and Development Dept. (R & D Dept.),#,연구 개발부
343,#,service charge,#,"봉사료, 팁"
344,#,dumping ,#,덤핑 
345,#,abuse   ,#,"남용하다, 학대하다"
346,#,duration of stay,#,체류기간
347,#,international line,#,국제선
348,#,general manager,#,부장 
349,#,operate   ,#,수술하다
350,#,department ,#,부서 
351,#,creditor ,#,채권자
352,#,declare ,#,신고하다
353,#,overwork ,#,과로 
354,#,business correspondence,#,상업 통신문 
355,#,malnutrition   ,#,영양실조
356,#,business class,#,비즈니스 석
357,#,demotion ,#,"좌천, 강등 "
358,#,cancel an order,#,주문을 취소하다
359,#,claim ,#,"클레임, 손해청구"
360,#,operation   ,#,수술
361,#,deposit ,#,예금하다
362,#,Assistant Director,#,부차장
363,#,disability   ,#,불구
364,#,trade friction,#,무역 마찰 
365,#,insurance company,#,보험 회사 
366,#,claim ,#,청구하다
367,#,breakdown ,#,고장 
368,#,departure ,#,출발
369,#,consumption ,#,소비 
370,#,depression ,#,불황 
371,#,Team leader,#,팀장
372,#,affiliate ,#,"계열 회사, 자매 회사 "
373,#,capital ,#,"자금, 자본"
374,#,Representative Managing Director,#,대표이사
375,#,deficit,#,적자 
376,#,letter of credit,#,신용장
377,#,handout ,#,유인물 
378,#,make a deposit,#,입금하다
379,#,impose ,#,부과하다 
380,#,take a medicine,#,약을 복용하다 
381,#,check-out ,#,"체크아웃, 퇴숙"
382,#,pharmacist ,#,약사 
383,#,additional order,#,추가 주문
384,#,cough medicine ,#,기침약 
385,#,captain ,#,기장 
386,#,deflation ,#,"디플레이션, 통화 수축 "
387,#,initial order,#,첫 주문
